,incident_id,date,state,city,address,n_killed,n_injured,incident_characteristics,lat_incident,lng_incident
22,480344,2/12/13,Utah,Midvale,8286 Adams Street and 450 West Street,6,1,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Drug involvement",40.6008,-111.903
23,480358,2/19/13,California,Orange (county),Katella Avenue,11,3,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Drive-by (car to street, car to car)||Spree Shooting (multiple victims, multiple locations)||Mass Shooting ...",33.8031,-117.943
24,480383,2/21/13,Oklahoma,Tulsa,1200 block of North 89th East Avenue,6,3,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",36.1722,-95.8778
25,480401,2/22/13,Michigan,Grand Rapids,1447 Grandville Ave. SW,8,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment",42.9371,-85.6853
26,480407,2/23/13,California,Lancaster,43145 Business Center Parkway,4,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment",34.6666,-118.131
27,480443,2/24/13,Georgia,Macon,2800 block of Mercer University Drive,6,8,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement",32.826,-83.6704
28,481186,3/2/13,Louisiana,Shreveport,7000 block of Burlingame Boulevard,6,3,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",32.442,-93.7726
29,481198,3/3/13,Georgia,Moultrie,224 Second Street Northwest,10,2,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",31.1824,-83.7912
30,481208,3/3/13,Michigan,Saginaw (county),4030 Dixie Hwy,12,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment||Gang involvement",43.3944,-83.9082
31,481213,3/4/13,California,Los Banos,800 block of La Mesa Lane,2,3,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement",37.0857,-120.828
32,481220,3/5/13,Indiana,Indianapolis,1800 block of Edinburge Square,3,3,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",39.7927,-86.0328
33,481229,3/7/13,Mississippi,Jackson,2900 block of Greenwood Avenue,12,2,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Possession of gun by felon or p...",32.2649,-90.2141
34,481237,3/10/13,Missouri,Kansas City,9331 Hillcrest Rd,3,5,"Shot - Wounded/Injured||Institution/Group/Business||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",38.955,-94.5211
35,482771,3/11/13,District of Columbia,Washington,1200 North Capitol Street,11,13,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",38.9062,-77.0099
36,482801,3/13/13,California,Oceanside,504 Calle Montecito,12,2,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one loca...",33.2498,-117.309
37,482856,3/13/13,New York,Mohawk,17 W Main St,12,2,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - Officer killed||Officer Involved Shooting - subject/suspect/perpetrator killed...",43.011,-75.0058
38,482838,3/14/13,California,Modesto,1400 block of Western Way,9,4,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement",37.626,-121.011
39,482926,3/16/13,California,Galt,Dover Drive,2,7,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",38.2436,-121.312
40,482934,3/17/13,California,Stockton,1800 block of East Sonora Street,7,3,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one loca...",37.9531,-121.266
41,482942,3/17/13,Florida,Belle Glade,Northwest 16th Street and Northwest Avenue L,3,5,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment||Gang involvement",26.6968,-80.6837
42,483737,3/21/13,Illinois,Chicago,West 87th Street and Ashland Avenue,13,7,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment||Gang involvement",41.7358,-87.6631
43,483765,3/21/13,Missouri,Kansas City,4900 block of Brookside Blvd,5,3,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - Resident killed||Home Invasion - Resident injured||Mass Shooting (4+ victims injured or killed excludi...",39.0383,-94.5849
44,483788,3/22/13,New York,Brooklyn,2703 W. 33rd Street,12,3,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - Resident killed||Home Invasion - Resident injured||Mass Shooting (4+ victims injured or killed excludi...",40.5803,-74.0005
45,483835,3/30/13,California,Merced (county),9200 block of Westside Boulevard,15,2,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement",37.3603,-120.654
46,483817,3/31/13,Washington,Auburn,2802 Auburn Way North,14,2,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or aroun...",47.3149,-122.224
47,483861,4/6/13,South Carolina,Greenwood,Tabor Street,6,4,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",34.1868,-82.1638
48,483872,4/7/13,New York,New York (Manhattan),900 Garden Way,15,3,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",40.9018,-73.8511
49,483878,4/7/13,California,Long Beach,300 block of East Home Street,11,3,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",33.8479,-118.19
50,484268,4/9/13,Pennsylvania,Philadelphia,Somerset Street and Lee Street,3,3,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",39.9924,-75.13
51,484279,4/10/13,California,Vallejo,1800 block of Mini Drive,14,4,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",38.1519,-122.261
52,484307,4/14/13,Arizona,Phoenix,12400 North 25th Avenue,4,4,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one loca...",33.5985,-112.113
53,484287,4/14/13,Kentucky,Lexington,750 East New Circle Rd,3,4,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",38.0485,-84.453
54,484317,4/18/13,Ohio,Akron,Kimlyn Circle,14,0,"Shot - Dead (murder, accidental, suicide)||Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location)||Mass Shooting (4+ victims injured or killed excluding the subject...",41.1102,-81.4771
55,484333,4/21/13,Washington,Federal Way,33300 block of 18th Lane South,7,0,"Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - Resident killed||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Mass Murder (4+ de...",47.303,-122.31
56,484351,4/22/13,Illinois,Chicago (Englewood),5700 block of South Lowe Avenue,15,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",41.7906,-87.6418
57,485746,4/22/13,Louisiana,Harvey,2300 block of Lapalco Boulevard,10,5,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement||Possession (gun(s) found during commission of other crim...",29.8736,-90.0568
58,485811,4/24/13,Illinois,Manchester,East Street,10,1,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - Resident killed||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator ki...",39.5417,-90.3301
59,489185,4/25/13,Ohio,Oberlin,500 block of West College Street,12,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",41.2927,-82.2347
60,485821,4/27/13,Florida,Williston,County Road 318,11,3,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement||Possession of...",29.4035,-82.3647
61,485874,4/28/13,North Carolina,Charlotte,William Reynolds Drive,10,5,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",35.2479,-80.726
62,485885,4/28/13,Pennsylvania,Chester,Rose and Upland Street,13,3,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one loca...",39.8564,-75.3587
63,485979,4/28/13,Tennessee,Jackson,438 East Main Street,4,2,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or aroun...",35.6141,-88.815
64,984353,5/2/13,Maryland,Baltimore,600 block of Cokesbury Ave,2,0,"Shot - Dead (murder, accidental, suicide)||Gang involvement||Drug involvement",39.3167,-76.6085
65,486005,5/2/13,New Jersey,Newark,804 S. 16th St,13,5,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",40.7268,-74.2116
66,486027,5/4/13,North Carolina,Smithfield,150 South Equity Drive,3,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment",35.5076,-78.3221
67,486056,5/5/13,California,Palo Alto,Bay Road and University Avenue,6,5,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement",37.4717,-122.14
68,486068,5/6/13,Pennsylvania,Johnstown,Horner and Messenger streets,9,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",40.3091,-78.9124
69,486109,5/10/13,California,Los Angeles,1600 block of West 205th Street,3,1,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Drug involvement",33.8447,-118.307
70,486142,5/11/13,Indiana,Columbus,E Main Cross St,5,0,"Shot - Dead (murder, accidental, suicide)||Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location)||Mass Shooting (4+ victims injured or killed excluding the subject...",39.1149,-85.8929
71,486121,5/11/13,Pennsylvania,Philadelphia,21st Street and Medary Avenue,13,4,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",40.0505,-75.1554
72,486244,5/11/13,New Jersey,Jersey City,Fremont Street,13,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",40.7207,-74.0593
73,486153,5/12/13,Arizona,Apache Junction,3600 block of East Apache Trail,11,5,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment||Gang involvement||Possessi...",33.4473,-111.503
74,486209,5/12/13,Louisiana,New Orleans,Frenchmen Street,4,19,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement||Drug involvement",29.9861,-90.0595
75,486316,5/13/13,Ohio,Cincinnati,Kings Run Road,9,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",39.1788,-84.5124
76,1007785,5/14/13,New Jersey,Delanco,Delaware Ave,3,2,Shot - Wounded/Injured||Officer Involved Incident||Officer Involved Shooting - Officer shot||Officer Involved Shooting - subject/suspect/perpetrator shot,40.0521,-74.9578
77,486327,5/15/13,Michigan,Detroit,9000 block of Carlin,3,4,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",42.3613,-83.1787
78,486334,5/16/13,Pennsylvania,Philadelphia,2600 block of Daggett Street,10,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",39.9204,-75.2296
79,873575,5/18/13,New York,Jamaica,Sutphin Blvd and Rockaway Blvd,4,0,"Shot - Dead (murder, accidental, suicide)||Gang involvement||Possession of gun by felon or prohibited person",40.673,-73.7881
80,486611,5/18/13,Virginia,Victoria,2073 Pleasant Oak Rd,10,4,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement||Possession of gun ...",37.0177,-78.1562
81,486586,5/19/13,Tennessee,Memphis,2281 Ketchum Rd,9,2,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",35.079,-89.988
82,486605,5/19/13,Michigan,Detroit,,10,4,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",42.3481,-83.0613
83,486617,5/20/13,Illinois,Chicago,5200 block of West Iowa Street,4,4,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",41.8968,-87.7556
84,486623,5/23/13,Tennessee,Bean Station,1034 Main Street,11,2,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Armed robbery with injury/death...",36.3474,-83.2849
85,486971,5/24/13,California,Bakersfield,3700 block of Columbus Street,13,2,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",35.3998,-118.952
86,486977,5/25/13,Michigan,Flint,1100 block of Paterson,11,3,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Possession of gun by felon or p...",43.034,-83.7182
87,486998,5/25/13,Virginia,Hampton,1900 block of Coliseum Drive,11,4,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Possession of gun by felon or p...",37.0377,-76.3859
88,487052,5/28/13,Tennessee,Memphis,2850 Brewer Avenue,2,3,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",35.0848,-89.9678
89,487082,5/29/13,Illinois,Chicago,,7,4,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement",41.8859,-87.6251
90,487088,5/31/13,Georgia,Atlanta,1000 block of Fair Street,3,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",33.749,-84.4211
91,487261,6/1/13,Wisconsin,Milwaukee,4126 N Teutonia Ave,3,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment",43.092,-87.94
92,489314,6/1/13,California,Vallejo,1st block of Linfield Drive,14,2,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",38.1472,-122.24
93,487266,6/2/13,Indiana,Indianapolis,1913 East 46th Street,6,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",39.8401,-86.1289
94,487271,6/2/13,Virginia,Virginia Beach,4000 block of Roebling Lane,10,7,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment",36.8459,-76.1171
95,487435,6/2/13,Georgia,Lagrange,Union Street,12,7,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement",33.0354,-85.0244
96,489581,6/7/13,California,Santa Monica,2036 Yorkshire Ave,2,1,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||School Incident||School Shooting - univers...",34.026,-118.461
97,487645,6/9/13,Pennsylvania,York,600 block of West Princess Street,3,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",39.955,-76.7412
98,487659,6/10/13,Missouri,Saint Louis,4700 block of Highland Ave,14,6,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",38.6647,-90.2506
99,487670,6/10/13,Illinois,Chicago,5700 block of South Sangamon Street,15,4,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one loca...",41.7904,-87.649
100,487715,6/14/13,North Carolina,High Point,2201 Little Avenue,11,5,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",35.9689,-79.9787
101,488992,6/15/13,Rhode Island,Providence,256 Hartford Ave,9,3,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement||Possession of...",41.8173,-71.4516
102,487833,6/15/13,Tennessee,Nashville,135 Brinkhaven Ave,6,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Domestic Violence||Possession of gun by felon or prohibited person",36.1646,-86.7771
103,487891,6/15/13,Texas,Houston,9780 Bissonnet,6,3,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or aroun...",29.6754,-95.5499
104,488134,6/16/13,Illinois,Chicago,900block of East 79th Street,15,3,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or aroun...",41.7513,-87.6027
105,479413,1/25/13,Missouri,Saint Louis,438 East Main Street,10,2,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or aroun...",35.6141,-88.815
106,479561,1/26/13,Louisiana,Charenton,600 block of Cokesbury Ave,6,0,"Shot - Dead (murder, accidental, suicide)||Gang involvement||Drug involvement",39.3167,-76.6085
107,479554,1/26/13,District of Columbia,Washington,804 S. 16th St,8,5,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",40.7268,-74.2116
108,479460,1/26/13,Ohio,Springfield,150 South Equity Drive,9,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment",35.5076,-78.3221
109,479573,2/2/13,Tennessee,Memphis,Bay Road and University Avenue,4,5,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement",37.4717,-122.14
110,479580,2/3/13,California,Yuba (county),Horner and Messenger streets,7,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",40.3091,-78.9124
111,479592,2/7/13,Illinois,Chicago,1600 block of West 205th Street,5,1,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Drug involvement",33.8447,-118.307
112,479603,2/9/13,Louisiana,New Orleans,E Main Cross St,3,0,"Shot - Dead (murder, accidental, suicide)||Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location)||Mass Shooting (4+ victims injured or killed excluding the subject...",39.1149,-85.8929
113,480311,2/11/13,California,Vallejo,21st Street and Medary Avenue,6,4,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",40.0505,-75.1554
114,480327,2/11/13,Delaware,Wilmington,Fremont Street,11,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",40.7207,-74.0593
